storefrontId,displayName,city,state,phone,impressions,opens,directions,phoneTaps,websiteTaps,menuTaps,reviewsStarted,reviewsSubmitted,uniqueDevicesEngaged,uniqueDevicesOpened,uniqueDevicesDirections,uniqueDevicesPhoneTap,firstSeen,lastSeen
ocm-12305-schenectady-cannabicity-schenectady,"Cannabicity Schenectady",Schenectady,NY,(518) 777-2262,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12305-schenectady-madame-jane-cannabis-dispensary,"Madame Jane Cannabis Dispensary",Schenectady,NY,(518) 320-7666,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12305-schenectady-ripe-cannabis,"Ripe Cannabis",Schenectady,NY,(518) 777-7473,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12305-schenectady-the-people-s-joint,"The People's Joint",Schenectady,NY,(518) 414-0726,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12306-schenectady-electric-city-cannabis,"Electric City Cannabis",Schenectady,NY,(518) 579-0031,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12306-schenectady-flower-bnk,"Flower BNK",Schenectady,NY,(518) 333-0000,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12309-schenectady-cloud-9-dispensary,"Cloud 9 Dispensary",Schenectady,NY,(518) 280-0450,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12309-schenectady-upstate-canna-co,"Upstate Canna Co",Schenectady,NY,(518) 280-4289,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-13820-oneonta-dosha-farms-llc-dba-dosha,"Dosha Farms LLC (dba Dosha)",Oneonta,NY,(607) 267-4488,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-13849-unadilla-greens-greenery,"Greens Greenery",Unadilla,NY,(607) 610-4037,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14006-angola-village-one-stop,"Village One Stop",Angola,NY,(716) 549-0393,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14034-depew-dream-daze,"Dream Daze",Depew,NY,(716) 288-7138,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14043-cheektowaga-cloud-9-dispensary,"Cloud 9 Dispensary",Cheektowaga,NY,(716) 420-8063,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14043-depew-herbal-iq,"Herbal IQ",Depew,NY,(716) 288-7353,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14043-depew-the-phinest-buds,"The Phinest Buds",Depew,NY,(716) 329-4326,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14075-hamburg-716-cannabis-llc,"716 Cannabis LLC",Hamburg,NY,(716) 584-3123,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14075-hamburg-cannaspace,"CannaSpace",Hamburg,NY,(716) 428-5730,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14086-lancaster-high-tide-dispensary,"High Tide Dispensary",Lancaster,NY,(716) 329-6725,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14120-north-tonawanda-aroma-cannabis,"Aroma Cannabis",North Tonawanda,NY,(716) 260-1539,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14120-north-tonawanda-love-nug,"Love Nug",North Tonawanda,NY,(716) 260-1318,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14120-north-tonawanda-satisfied-mind,"Satisfied Mind",North Tonawanda,NY,(716) 766-7659,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14209-buffalo-secret-garden-716,"Secret Garden 716",Buffalo,NY,(716) 235-8693,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14210-buffalo-the-cannabis-vault,"The Cannabis Vault",Buffalo,NY,(716) 314-5399,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14211-buffalo-toke-lane,"Toke Lane",Buffalo,NY,(888) 484-1073,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14214-buffalo-high-cloudz-buffalo,"High Cloudz Buffalo",Buffalo,NY,(716) 248-2522,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14215-cheektowaga-happy-times-cannabis-co,"Happy Times Cannabis Co.",Cheektowaga,NY,(716) 322-0104,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14216-buffalo-82-j-cannabis-company,"82-J Cannabis Company",Buffalo,NY,(716) 262-0036,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14216-buffalo-premier-earth-corp,"Premier Earth Corp.",Buffalo,NY,(716) 830-5555,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14217-kenmore-honey-kenmore-nickel-city-green-llc,"Honey Kenmore (Nickel City Green LLC)",Kenmore,NY,(716) 200-1551,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14217-kenmore-the-kokoro-way-cannabis,"The Kokoro Way Cannabis",Kenmore,NY,(716) 322-0327,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14218-lackawanna-kushmart-lackawanna,"KushMart Lackawanna",Lackawanna,NY,(716) 248-2787,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14218-lackawanna-yeti-canna,"Yeti Canna",Lackawanna,NY,(716) 262-0662,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14219-blasdell-command-cannabis-dispensary,"Command Cannabis Dispensary",Blasdell,NY,(716) 248-2437,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14220-buffalo-the-cannabis-store,"The Cannabis Store",Buffalo,NY,(716) 381-8004,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14221-amherst-herbalwai,"Herbalwai",Amherst,NY,(716) 242-1080,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14222-buffalo-canterra,"Canterra",Buffalo,NY,(716) 544-5751,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14222-buffalo-good-life-buffalo,"Good Life Buffalo",Buffalo,NY,(716) 322-0114,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14222-buffalo-the-joint,"The Joint",Buffalo,NY,(716) 248-2285,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14223-buffalo-star-buds,"Star Buds",Buffalo,NY,(716) 829-7235,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14223-tonawanda-mary-janes-a-legacy-2-legal-dispensary,"Mary Janes - A Legacy 2 Legal Dispensary",Tonawanda,NY,(716) 331-3056,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14224-cheektowaga-east-leaf-dispensary,"East Leaf Dispensary",Cheektowaga,NY,(716) 322-0062,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14224-west-seneca-devil-s-lettuce,"Devil's Lettuce",West Seneca,NY,(716) 671-8500,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14224-west-seneca-green-philosophy-716,"Green Philosophy 716",West Seneca,NY,(716) 796-0040,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14225-buffalo-ether,"Ether",Buffalo,NY,(716) 331-5403,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14225-cheektowaga-king-of-budz-cannabis-company,"King of Budz Cannabis Company",Cheektowaga,NY,(716) 377-9914,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14226-amherst-leaf-plug,"Leaf Plug",Amherst,NY,(716) 259-9004,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14227-cheektowaga-happy-times-cheektowaga,"Happy Times Cheektowaga",Cheektowaga,NY,(716) 473-5019,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14228-amherst-the-hive,"The Hive",Amherst,NY,(716) 260-2332,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14228-amherst-treehead-culture,"TreeHead Culture",Amherst,NY,(716) 260-2295,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14304-niagara-falls-carry-on-cannabis,"Carry-On Cannabis",Niagara Falls,NY,(716) 236-7014,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14304-niagara-falls-happy-times-cannabis-co-niagara-falls,"Happy Times Cannabis Co. Niagara Falls",Niagara Falls,NY,(716) 299-0004,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14304-niagara-falls-the-flavor-factory,"The Flavor Factory",Niagara Falls,NY,(716) 263-3222,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14304-niagara-falls-upstate-exotics,"Upstate Exotics",Niagara Falls,NY,(716) 205-8506,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14731-ellicottville-enchanted-mountains-cannabis-company,"Enchanted Mountains Cannabis Company",Ellicottville,NY,(716) 699-1142,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-14760-olean-jupiter-cafe,"Jupiter Cafe",Olean,NY,(716) 790-8019,3,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12901-plattsburgh-curaleaf-plattsburgh,"Curaleaf Plattsburgh",Plattsburgh,NY,(518) 930-4340,3,0,0,0,0,0,0,0,2,0,0,0,2026-05-02,2026-05-03
ocm-12953-malone-p-nuggs,"P. Nuggs",Malone,NY,(518) 319-4456,3,0,0,0,0,0,0,0,2,0,0,0,2026-05-02,2026-05-03
ocm-10003-new-york-housing-works-cannabis-llc,"Housing Works Cannabis; LLC",New York,NY,(646) 669-7238,2,0,0,0,0,0,0,0,2,0,0,0,2026-04-08,2026-04-11
ocm-10012-new-york-dagmar-cannabis-soho,"Dagmar Cannabis SoHo",New York,NY,(212) 933-4457,2,0,0,0,0,0,0,0,2,0,0,0,2026-04-09,2026-04-11
ocm-12047-cohoes-the-bakery-cannabis-dispensary,"The Bakery Cannabis Dispensary",Cohoes,NY,(518) 213-7714,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12065-clifton-park-cannabis-central,"Cannabis Central",Clifton Park,NY,(518) 280-1960,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12065-clifton-park-capital-district-cannabis-clifton-park,"Capital District Cannabis Clifton Park",Clifton Park,NY,(518) 901-0010,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12065-halfmoon-evexia-cannabis,"Evexia Cannabis",Halfmoon,NY,(518) 357-3059,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12110-latham-green-leaf-wellness,"Green Leaf Wellness",Latham,NY,(518) 213-7719,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12110-latham-state-of-mind-dispensary,"State of Mind Dispensary",Latham,NY,(518) 330-9673,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12110-latham-verilife-albany,"Verilife Albany",Latham,NY,(518) 216-0140,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12144-rensselaer-high-frequency,"High Frequency",Rensselaer,NY,(866) 547-6653,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12180-troy-casa-verde-dispensary,"Casa Verde Dispensary",Troy,NY,(518) 953-0070,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12180-troy-humble-county-llc-dba-420-bliss,"Humble County LLC (dba 420 Bliss)",Troy,NY,(518) 629-9511,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12180-troy-misty-bleu-farm-llc-dba-400-river-dispensary,"Misty Bleu Farm LLC (dba 400 River Dispensary)",Troy,NY,(518) 400-2278,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12180-troy-no-name-cannabis-co,"No Name Cannabis Co.",Troy,NY,(518) 560-0886,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12180-troy-the-greenhouse-cannabis-dispensary,"The Greenhouse Cannabis Dispensary",Troy,NY,(518) 286-7555,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12182-troy-transcend-wellness,"Transcend Wellness",Troy,NY,(518) 874-1244,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12188-waterford-leafy-peaks,"Leafy Peaks",Waterford,NY,(518) 500-2065,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12203-albany-route-20-cannabis,"Route 20 Cannabis",Albany,NY,(518) 250-5122,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12203-albany-silver-cannabis-company-albany,"Silver Cannabis Company Albany",Albany,NY,(518) 977-3770,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12204-albany-royale-flower,"Royale Flower",Albany,NY,(518) 380-3738,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12204-menands-bloom-brothers,"Bloom Brothers",Menands,NY,(518) 776-4024,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-albany-brownies-dispensary-llc,"Brownies Dispensary LLC",Albany,NY,(518) 608-1010,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-albany-capital-district-cannabis-and-wellness-inc,"Capital District Cannabis & Wellness Inc.",Albany,NY,(518) 487-4591,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-albany-legacy-dispensary,"Legacy Dispensary",Albany,NY,(518) 387-3310,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-albany-robinson-s-cannabis,"Robinson's Cannabis",Albany,NY,(838) 267-0669,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-albany-the-highend-dispensary,"The Highend Dispensary",Albany,NY,(518) 728-9598,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12205-colonie-mister-greens,"Mister Greens",Colonie,NY,(518) 451-9330,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12207-albany-dark-horse-cannabis-dispensary,"Dark Horse Cannabis Dispensary",Albany,NY,(518) 512-3135,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12207-albany-higher-tolerance,"Higher Tolerance",Albany,NY,(518) 313-1339,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12207-albany-mr-good-vybz,"Mr Good Vybz",Albany,NY,(518) 451-9290,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12209-albany-cannabicity-albany,"Cannabicity Albany",Albany,NY,(518) 415-3440,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12209-albany-state-of-mind-albany-dispensary,"State of Mind Albany Dispensary",Albany,NY,(518) 330-9673,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12210-albany-hold-up-roll-up-llc,"Hold Up Roll Up; LLC",Albany,NY,(518) 521-8324,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12304-schenectady-cussin-s-cannabis,"Cussin's Cannabis",Schenectady,NY,(518) 313-4200,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12428-ellenville-canna-planet-ellenville,"Canna Planet Ellenville",Ellenville,NY,(845) 599-9333,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12801-glens-falls-rr-legacy-dispensary,"RR Legacy Dispensary",Glens Falls,NY,(518) 338-3074,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12801-glens-falls-windy-hill-wellness,"Windy Hill Wellness",Glens Falls,NY,(518) 223-0369,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12803-south-glens-falls-third-rock-cannabis,"Third Rock Cannabis",South Glens Falls,NY,(518) 223-0530,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12804-queensbury-high-rollers-cannabis,"High Rollers Cannabis",Queensbury,NY,(518) 853-7070,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12839-hudson-falls-high-society-dispensary,"High Society Dispensary",Hudson Falls,NY,(518) 769-4907,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12866-saratoga-springs-high-peaks-canna,"High Peaks Canna",Saratoga Springs,NY,(518) 430-2042,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12866-saratoga-springs-silver-cannabis-company-saratoga-springs,"Silver Cannabis Company Saratoga Springs",Saratoga Springs,NY,(518) 306-4249,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12871-schuylerville-canna-cabana,"Canna Cabana",Schuylerville,NY,(518) 507-6199,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12871-schuylerville-roots-farm-dispensary,"Roots Farm Dispensary",Schuylerville,NY,(518) 681-7165,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12885-warrensburg-hudson-and-main-cannabis-company,"Hudson & Main Cannabis Company",Warrensburg,NY,(518) 504-4202,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12946-lake-placid-the-mellow-moose,"The Mellow Moose",Lake Placid,NY,(518) 302-5226,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-12983-saranac-lake-north-county-roots-inc-dba-elevate-adk,"North County Roots; Inc. (dba Elevate ADK)",Saranac Lake,NY,(518) 565-0065,2,0,0,0,0,0,0,0,1,0,0,0,2026-04-27,2026-05-01
ocm-10003-new-york-green-genius-nyc,"Green Genius NYC",New York,NY,(646) 410-0088,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-08,2026-04-08
ocm-10012-new-york-alta-dispensary,"Alta Dispensary",New York,NY,(646) 707-0190,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-09,2026-04-09
ocm-10012-new-york-the-travel-agency-soho,"The Travel Agency SoHo",New York,NY,(212) 830-7420,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-09,2026-04-09
ocm-10011-new-york-flynnstoned-chelsea,"FlynnStoned Chelsea",New York,NY,(646) 376-7777,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-10,2026-04-10
ocm-10011-new-york-soodaks-inc-dba-verdi,"SOODAKS; INC (dba VERDI)",New York,NY,(212) 933-4082,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-10,2026-04-10
ocm-10018-new-york-indoor-treez-fashion-avenue,"Indoor Treez Fashion Avenue",New York,NY,(646) 410-0240,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-10,2026-04-10
ocm-10011-new-york-chelsea-cannabis-co,"Chelsea Cannabis Co.",New York,NY,(917) 409-8056,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-11,2026-04-11
ocm-10017-new-york-cannabis-on-lex,"Cannabis on Lex",New York,NY,(646) 678-4633,1,0,0,0,0,0,0,0,1,0,0,0,2026-04-11,2026-04-11
